frame,baseX,baseY,headX,headY,handX,handY
66,527.9534529361703,863.5264272340426,509.8705538723404,149.29211914893614,255.01345634042553,863.5264272340426
67,531.1242630638299,871.2651327659576,512.2979701276596,143.95508085106383,254.31687965957445,871.2651327659576
68,534.3095566524823,878.968610496454,514.7200626382978,138.64233758865248,253.64036629787233,878.968610496454
69,537.5083500425532,886.6323685106383,517.1355920851064,133.35698723404255,252.98482110638298,886.6323685106383
70,540.7196595744681,894.2519148936171,519.5433191489362,128.10212765957442,252.3511489361702,894.2519148936171
71,543.9425015886525,901.8227577304965,521.9420045106383,122.88085673758866,251.74025463829787,901.8227577304965
72,547.1758924255319,909.3404051063828,524.3304088510638,117.69627234042554,251.15304306382978,909.3404051063828
73,550.4188484255319,916.800365106383,526.7072928510638,112.55147234042556,250.59041906382978,916.800365106383
74,553.6703859290781,924.1981458156029,529.0714171914893,107.44955460992912,250.0532874893617,924.1981458156029
75,556.9295212765958,931.529255319149,531.4215425531914,102.39361702127655,249.54255319148936,931.529255319149
76,560.1952708085107,938.7892017021277,533.7564296170212,97.38675744680847,249.0591210212766,938.7892017021277
77,563.4666508652483,945.9734930496454,536.0748390638298,92.43207375886522,248.60389582978723,945.9734930496454
78,566.742677787234,953.0776374468085,538.3755315744681,87.53266382978723,248.1777824680851,953.0776374468085
79,570.0223679148936,960.0971429787235,540.6572678297872,82.6916255319149,247.78168578723404,960.0971429787235
80,573.3047375886525,967.0275177304964,542.9188085106383,77.91205673758867,247.41651063829786,967.0275177304964
81,576.5888031489362,973.864269787234,545.1589142978723,73.19705531914889,247.08316187234044,973.864269787234
82,579.8735809361702,980.6029072340426,547.3763458723404,68.54971914893616,246.78254434042555,980.6029072340426
83,583.1580872907803,987.2389381560284,549.5698639148936,63.97314609929077,246.51556289361702,987.2389381560284
84,586.4413385531915,993.7678706382978,551.738229106383,59.47043404255322,246.28312238297872,993.7678706382978
85,589.7223510638298,1000.1852127659574,553.8802021276596,55.0446808510639,246.08612765957446,1000.1852127659574
86,593.0001411631206,1006.4864726241135,555.9945436595744,50.698984397163144,245.9254835744681,1006.4864726241135
87,596.2737251914893,1012.6671582978723,558.0800143829787,46.436442553191455,245.8020949787234,1012.6671582978723
88,599.5421194893617,1018.7227778723404,560.1353749787233,42.260153191489394,245.71686672340425,1018.7227778723404
89,602.8043403971631,1024.648839432624,562.1593861276596,38.17321418439718,245.67070365957446,1024.648839432624
90,606.0594042553191,1030.4408510638298,564.1508085106383,34.178723404255265,245.66451063829788,1030.4408510638298
91,609.3063274042554,1036.094320851064,566.1084028085106,30.279778723404263,245.69919251063828,1036.094320851064
92,612.5441261843972,1041.6047568794324,568.0309297021277,26.479478014184394,245.77565412765958,1041.6047568794324
93,615.7718169361702,1046.9676672340424,569.9171498723404,22.780919148936107,245.89480034042555,1046.9676672340424
94,618.988416,1052.17856,571.765824,19.18719999999996,246.057536,1052.17856
95,622.192939716312,1057.2329432624115,573.5757127659574,15.701418439716292,246.26476595744683,1057.2329432624115
96,625.3844044255319,1062.1263251063829,575.3455768510638,12.326672340425603,246.51739506382978,1062.1263251063829
97,628.5618264680851,1066.8542136170213,577.0741769361701,9.066059574468113,246.81632817021276,1066.8542136170213
98,631.7242221843971,1071.4121168794327,578.7602737021276,5.922678014184385,247.16247012765956,1071.4121168794327
99,634.8706079148936,1075.7955429787235,580.4026278297872,2.8996255319149213,247.55672578723403,1075.7955429787235
100,638,1080,582,0,248,1080
101,641.1917053388028,1083.9152648921404,583.5423204965097,-2.70018268423473,248.54245307373918,1083.9152648921404
102,644.5229783239571,1087.443897376182,585.0220999446148,-5.133722328401281,249.23208324563595,1087.443897376182
103,647.9897565362417,1090.60057969547,586.4419695374986,-7.310744617565533,250.06655226085795,1090.60057969547
104,651.5879775564352,1093.3999940933504,587.8045604683447,-9.241375236793365,251.04352186457285,1093.3999940933504
105,655.3135789653164,1095.8568228131685,589.1125039303363,-10.935739871150657,252.16065380194837,1095.8568228131685
106,659.1624983436639,1097.9857480982698,590.3684311166569,-12.403964205703293,253.41560981815215,1097.9857480982698
107,663.1306732722563,1099.801452192,591.5749732204899,-13.656173925517148,254.80605165835192,1099.801452192
108,667.2140413318725,1101.3186173377042,592.7347614350185,-14.702494715658105,256.32964106771533,1101.3186173377042
109,671.4085401032911,1102.5519257787284,593.8504269534263,-15.553052261192045,257.9840397914101,1102.5519257787284
110,675.7101071672907,1103.5160597584181,594.9246009688966,-16.217972247184846,259.76690957460386,1103.5160597584181
111,680.1146801046501,1104.2257015201185,595.9599146746127,-16.707380358702395,261.67591216246433,1104.2257015201185
112,684.618196496148,1104.6955333071753,596.9589992637581,-17.03140228081056,263.7087093001592,1104.6955333071753
113,689.216593922563,1104.940237362934,597.9244859295161,-17.20016369857523,265.86296273285615,1104.940237362934
114,693.9058099646737,1104.9744959307402,598.8590058650702,-17.223790297062287,268.1363342057228,1104.9744959307402
115,698.681782203259,1104.8129912539396,599.7651902636036,-17.112407761337604,270.52648546392686,1104.8129912539396
116,703.5404482190974,1104.4704055758773,600.6456703182998,-16.876141776467065,273.0310782526361,1104.4704055758773
117,708.4777455929677,1103.961421139899,601.5030772223422,-16.525118027516548,275.6477743170181,1103.961421139899
118,713.4896119056486,1103.3007201893504,602.3400421689141,-16.06946219955194,278.3742354022406,1103.3007201893504
119,718.5719847379187,1102.5029849675766,603.159196351199,-15.519299977639111,281.20812325347123,1102.5029849675766
120,723.7208016705567,1101.5828977179237,603.9631709623801,-14.88475704684395,284.1470996158777,1101.5828977179237
121,728.9320002843414,1100.555140683737,604.7545971956408,-14.175959092232333,287.18882623462775,1100.555140683737
122,734.2015181600514,1099.4343961083616,605.5361062441648,-13.403031798870137,290.330964854889,1099.4343961083616
123,739.5252928784653,1098.2353462351437,606.3103293011351,-12.57610085182326,293.5711772218291,1098.2353462351437
124,744.8992620203619,1096.9726733074285,607.0798975597353,-11.705291936157547,296.9071250806158,1096.9726733074285
125,750.3193631665198,1095.6610595685615,607.8474422131487,-10.800730736938927,300.33647017641675,1095.6610595685615
126,755.7815338977178,1094.3151872618882,608.6155944545587,-9.872542939233238,303.8568742543996,1094.3151872618882
127,761.2817117947346,1092.9497386307542,609.3869854771486,-8.930854228106368,307.46599905973216,1092.9497386307542
128,766.8158344383487,1091.579395918505,610.164246474102,-7.985790288624211,311.16150633758195,1091.579395918505
129,772.379839409339,1090.2188413684864,610.9500086386021,-7.047476805852656,314.94105783311676,1090.2188413684864
130,777.9696642884841,1088.8827572240434,611.7469031638323,-6.126039464857543,318.8023152915042,1088.8827572240434
131,783.5812466565626,1087.585825728522,612.557561242976,-5.231603950704795,322.742940457912,1087.585825728522
132,789.2105240943533,1086.3427291252674,613.3846140692166,-4.3742959484602695,326.7605950775079,1086.3427291252674
133,794.8534341826348,1085.1681496576252,614.2306928357375,-3.5642411431898466,330.8529408954595,1085.1681496576252
134,800.5059145021859,1084.0767695689412,615.098428735722,-2.8115652199594066,335.01763965693453,1084.0767695689412
135,806.1639026337851,1083.0832711025605,615.9904529623535,-2.126393863834865,339.2523531071006,1083.0832711025605
136,811.8233361582113,1082.202336501829,616.9093967088155,-1.518852759882031,343.5547429911254,1082.202336501829
137,817.4801526562431,1081.448648010092,617.8578911682913,-0.9990675931668573,347.9224710541767,1081.448648010092
138,823.1302897086592,1080.836887870695,618.8385675339642,-0.5771640487551745,352.3531990414221,1080.836887870695
139,828.7696848962382,1080.3817383269836,619.8540569990178,-0.2632678117128881,356.8445886980294,1080.3817383269836
140,834.394275799759,1080.0978816223035,620.9069907566352,-0.06750456710586526,361.3943017691661,1080.0978816223035
141,840,1080,622,0,366,1080
142,845.7096964596701,1080,623.1765179015774,-0.07282402682606794,370.7240605370504,1080
143,851.6385567516393,1080,624.4718811650959,-0.2834232395392914,375.62595204305165,1080
144,857.7710473719275,1080,625.8765762806329,-0.6199883364922,380.69897353749394,1080
145,864.091634816555,1080,627.3810897382662,-1.0707100160373233,385.9364240398675,1080
146,870.5847855815422,1080,628.9759080280736,-1.6237789765271904,391.3316025696627,1080
147,877.2349661629089,1080,630.6515176401329,-2.2673859163143315,396.87780814636966,1080
148,884.0266430566757,1080,632.3984050645215,-2.9897215337512755,402.5683397894786,1080
149,890.9442827588625,1080,634.2070567913173,-3.778976527190552,408.3964965184798,1080
150,897.9723517654896,1080,636.0679593105981,-4.623341594984692,414.3555773528636,1080
151,905.0953165725773,1080,637.9715991124415,-5.511007435486222,420.43888131212003,1080
152,912.2976436761458,1080,639.9084626869252,-6.430164747047675,426.63970741573945,1080
153,919.563799572215,1080,641.8690365241271,-7.369004228021577,432.9513546832121,1080
154,926.8782507568054,1080,643.8438071141246,-8.315716576760458,439.3671221340282,1080
155,934.2254637259371,1080,645.8232609469957,-9.258492491616854,445.880308787678,1080
156,941.5899049756302,1080,647.7978845128179,-10.185522670943286,452.48421366365176,1080
157,948.9560410019052,1080,649.758164301669,-11.084997813092286,459.17213578143964,1080
158,956.3083383007819,1080,651.6945868036267,-11.945108616416386,465.93737416053193,1080
159,963.6312633682808,1080,653.5976385087688,-12.754045779268115,472.77322782041887,1080
160,970.909282700422,1080,655.457805907173,-13.5,479.6729957805907,1080
161,978.1268627932255,1080,657.2655754889169,-14.171161976964571,486.62997706053767,1080
162,985.2684701427119,1080,659.0114337440783,-14.75572240851436,493.63747067975,1080
163,992.318571244901,1080,660.6858671627349,-15.241871993001897,500.6887756577179,1080
164,999.2616325958134,1080,662.2793622349643,-15.617801428779705,507.77719101393166,1080
165,1006.0821206914688,1080,663.7824054508444,-15.871701414200324,514.8960157678814,1080
166,1012.7645020278878,1080,665.1854833004528,-15.991762647616273,522.0385489390576,1080
167,1019.2932431010905,1080,666.4790822738673,-15.966175827380082,529.1980895469502,1080
168,1025.6528104070971,1080,667.6536888611655,-15.783131651844297,536.3679366110497,1080
169,1031.8276704419277,1080,668.6997895524252,-15.43082081936142,543.5413891508462,1080
170,1037.8022897016024,1080,669.607870837724,-14.897434028284005,550.71174618583,1080
171,1043.5611346821418,1080,670.3684192071398,-14.17116197696457,557.8723067354913,1080
172,1049.0886718795657,1080,670.9719211507502,-13.240195363755646,565.0163698193202,1080
173,1054.3693677898946,1080,671.4088631586329,-12.092724887009767,572.1372344568072,1080
174,1059.3876889091482,1080,671.6697317208657,-10.716941245079461,579.2281996674424,1080
175,1064.1281017333474,1080,671.7450133275262,-9.101035136317254,586.282564470716,1080
176,1068.5750727585119,1080,671.6251944686921,-7.233197259075667,593.2936278861184,1080
177,1072.713068480662,1080,671.3007616344413,-5.1016183117072496,600.2546889331397,1080
178,1076.526555395818,1080,670.7622013148514,-2.694488992564523,607.1590466312701,1080
179,1080,1080,670,0,614,1080
180,1082.2987457026088,1080.1318916986863,668.3175107816902,3.631085129497857,620.7043912166262,1080.1737110177821
181,1082.7500168525146,1080.498257528371,665.1533171235658,8.731283126948817,627.2329017521912,1080.6562416227325
182,1081.5811013549421,1081.0551335894916,660.700751073466,15.137323695262637,633.6295895668042,1081.3896881422572
183,1079.019287115116,1081.7585559824859,655.15314467923,22.68593653734909,639.9385126205739,1082.316146903762
184,1075.2918620382607,1082.564560807792,648.7038299886971,31.213851356117928,646.2037288736093,1083.3777142346528
185,1070.6261140296008,1083.4291841658476,641.5461390497063,40.55779785447892,652.4692962860194,1084.5164864623357
186,1065.2493309943611,1084.3084621570906,633.873403910097,50.55450573534183,658.7792728179129,1085.6745599142168
187,1059.388800837766,1085.1584308819588,625.8789566177081,61.04070470161643,665.177716429399,1086.7940309177018
188,1053.27181146504,1085.93512644089,617.7561292203792,71.85312445621246,671.7086850805864,1087.8169958001965
189,1047.125650781408,1086.5945849343223,609.6982537659492,82.82849470203969,678.4162367315841,1088.6855508891074
190,1041.1776066920943,1087.0928424626932,601.8986623022573,93.8035451420079,685.3444293425011,1089.34179251184
191,1035.6549671023238,1087.385935126441,594.5506868771428,104.61500547902683,692.5373208734462,1089.7278169958001
192,1030.7850199173208,1087.429899026003,587.8476595384449,115.09960541600627,700.0389692845284,1089.7857206683943
193,1026.79505304231,1087.1807702618175,581.9829123340028,125.09407465585596,707.8934325358566,1089.457599857028
194,1023.912354382516,1086.5945849343223,577.1497773116555,134.43514290148568,716.1447685875398,1088.6855508891074
195,1022.3642118431634,1085.627379143955,573.5415865192424,142.95953985580516,724.8370353996868,1087.4116700920383
196,1022.3779133294769,1084.2351889911536,571.3516720046027,150.5039952217242,734.0142909324065,1085.5780537932267
197,1024.1807467466808,1082.374050576356,570.7733658155755,156.9052387021526,743.7205931458079,1083.1267983200787
198,1028,1080,572,162,754,1080
199,1035.4922939068101,1076.9400149342891,576.5410603345281,165.41313918757467,766.1803106332138,1075.7725806451613
200,1047.5878136200718,1073.0743130227002,585.2762246117085,167.03393070489844,781.1323775388291,1070.1612903225807
201,1063.4241935483872,1068.4387903225806,597.4541129032258,167.0957258064516,798.2148387096775,1063.3209677419354
202,1082.1390681003584,1063.0693428912784,612.3233452807647,165.83187574671445,816.7863321385902,1055.4064516129033
203,1102.8700716845879,1057.001866786141,629.1325418160095,163.47573178016725,836.2054958183991,1046.5725806451612
204,1124.7548387096774,1050.272258064516,647.1303225806452,160.2606451612903,855.8309677419355,1036.9741935483871
205,1146.9310035842293,1042.9164127837514,665.565307646356,156.4199671445639,875.021385902031,1026.766129032258
206,1168.536200716846,1034.9702270011946,683.6861170848267,152.18704898446833,893.1353882915173,1016.1032258064516
207,1188.708064516129,1026.4695967741936,700.7413709677419,147.79524193548386,909.5316129032258,1005.1403225806451
208,1206.584229390681,1017.4504181600956,715.9796893667861,143.4778972520908,923.568697729988,994.0322580645161
209,1221.302329749104,1007.9485872162485,728.649692353644,139.4683661887694,934.6052807646356,982.933870967742
210,1232,998,738,136,942,972
211,1239.2509844131375,987.1372049540523,744.5705316975002,132.57501722946452,945.7002822030041,960.6729176149295
212,1244.3833925523127,975.0243471589414,749.5406280584868,128.6191657388058,946.3904233045062,948.4247610377788
213,1247.6664067671697,961.8947176287652,753.1180409856892,124.25109075944546,944.5343650432408,935.4551661356395
214,1249.3692094073533,947.9816073776219,755.5105223818364,119.58943752280504,940.5960491579426,921.9637687756031
215,1249.7609828225075,933.5183074196096,756.9258241496577,114.75285126030614,935.0394173873464,908.1502048247611
216,1249.1109093622765,918.7381087688266,757.5716981918823,109.85997720337035,928.3284114701867,894.2141101502048
217,1247.6881713763048,903.8743024393706,757.6558964112394,105.02946058341925,920.926973145198,880.3551206190259
218,1245.7619512142367,889.16017944534,757.3861707104583,100.37994663187445,913.2990441511151,866.7728720983159
219,1243.6014312257164,874.8290308008328,756.970272992268,96.03008058015749,905.9085662266727,853.6670004551661
220,1241.4757937603883,861.114147519947,756.6159551593978,92.09850765968997,899.2194811106053,841.2371415566681
221,1239.6542211678966,848.2488206167809,756.5309691145769,88.7038731018935,893.6957305416477,829.6829312699135
222,1238.4058957978857,836.4663411054325,756.9230667605347,85.96482213818965,889.8012562585343,819.2040054619936
223,1238,826,758,84,888,810
224,1237.922515454451,817.9186272739018,759.4569476079673,83.61281260538486,889.9102040816326,802.4793002915452
225,1237.5386032531371,812.6551956700706,760.8628710471115,85.19568204205143,895.795918367347,796.9650145772595
226,1236.9362148632317,809.4892103568751,762.2361962516828,88.2507777958916,904.0897959183674,793.528862973761
227,1236.203301751908,807.7001765026843,763.5953491559317,92.28026935279725,913.2244897959183,792.2425655976676
228,1235.4278153863397,806.5675992758668,764.9587556941083,96.7863261986603,921.6326530612245,793.1778425655976
229,1234.6977072337002,805.3709838447916,766.3448418004632,101.27111781937265,927.7469387755102,796.406413994169
230,1234.100928761163,803.3898353778274,767.7720334092464,105.23681370082622,930,802
231,1233.4945882704785,801.6448040857288,769.203976673348,109.37744145929753,924.479012345679,823.4913580246914
232,1232.9756913134618,800.8586850426688,770.7259579279653,114.30576207310747,909.3135802469136,857.3382716049383
233,1232.9920352323838,799.8642007121439,772.5388633808096,119.40204507121439,886,878
234,1233.054790395151,798.7185601404591,774.371297525947,124.41099319875885,850.9083570750238,877.9876543209876
235,1232.7264996756546,797.9626257377164,776.0013495196382,129.4790504778965,805.1585944919278,869.9753086419753
236,1232.5320191751428,797.1546000131075,777.7041325628861,134.5890983531084,757.3717948717949,858.6666666666666
237,1232.9962049948642,795.8526854758239,779.7547598566938,139.7240182688756,716.1690408357075,848.7654320987655
238,1234.643913236067,793.6150846350575,782.4283446020642,144.8666916696791,690.1714150047484,844.9753086419753
239,1238,790,786,150,688,852
240,1243.7485251823516,784.3974481768423,790.9649861167757,155.51304880961067,717.5794273753457,872.66472303207
241,1251.6046220881112,777.030469406612,797.2193212317273,161.5481686981554,773.5012832972017,903.712342079689
242,1260.639756932478,768.7068016507557,804.1392558654514,167.71807868492306,844.3870823054497,940.7230320699708
243,1269.925395930651,760.2341828707198,811.1010405385443,173.6354977892025,918.8583389399716,979.2769679300292
244,1278.5330052978295,752.4203510279509,817.4809257716025,178.91314503028258,985.5365677406494,1014.9543245869776
245,1285.5340512492128,746.0730440838955,822.6551620852223,183.16373942745213,1033.0432832473648,1043.33527696793
246,1290,742,826,186,1050,1060
247,1292.5539806112797,739.8156218679605,827.7652636679685,187.2034072362556,1039.304352792826,1066.9645563947433
248,1294.4670574733343,738.4998750882942,828.7185855683229,187.05953877779285,1013.6279014591324,1069.6674443433903
249,1295.7825997951531,737.9088410856793,829.0129287124033,185.93725937376752,976.2530480973282,1068.822491992566
250,1296.5439767857265,737.898601284794,828.8012561115501,184.20543377333536,930.4621948058225,1065.143527488895
251,1296.794557654044,738.3252371103167,828.236530777103,182.23292672565205,879.5377436830241,1059.3443789790026
252,1296.5777116090953,739.0448299869255,827.4717157204024,180.38860297987335,826.7620968273426,1052.138874609514
253,1295.93680785987,739.9134613392987,826.6597739527883,179.04132728515503,775.4176563371865,1044.240842527054
254,1294.9152156153582,740.7872125921144,825.9536684856009,178.5599643906528,728.7868243109651,1036.3641108782474
255,1293.5563040845493,741.5221651700512,825.5063623301803,179.3133790455224,690.1520028470875,1029.2225078097197
256,1291.9034424764334,741.9744004977869,825.4708184978666,181.67043599891954,662.7955940439628,1023.5298614680955
257,1290,742,826,186,650,1020
258,1287.235226618843,741.8615040471076,827.1145523246893,193.36993296378702,657.2088815789474,1018.8466282894736
259,1283.2004841184594,741.8387102961485,828.6738468620531,204.0328318244591,684.1691729323309,1019.343515037594
260,1278.2423094406936,741.8135861017339,830.5889354764462,217.13466385990486,725.6181860902255,1020.7945841165414
261,1272.70723952739,741.6680988184747,832.7708700322233,231.82139634801285,776.2932330827068,1022.5037593984962
262,1266.9418113203928,741.2842158009821,835.1307023937394,247.23899656667174,830.9316259398497,1023.7749647556391
263,1261.292561761547,740.5439044038668,837.579484425349,262.5334317937701,884.2706766917294,1023.9121240601504
264,1256.1060277926963,739.3291319817401,840.028267991407,276.85066930719654,931.0476973684212,1022.2191611842105
265,1251.7287463556852,737.5218658892128,842.3881049562682,289.3366763848396,966,1018
266,1247.1643505021057,735.9201355145233,844.7428166504696,302.2108060684591,987.2910052910053,1011.6104497354497
267,1241.9160090702949,734.6863189720332,847.2224943310657,316.70101284958423,999.2169312169312,1003.4391534391534
268,1237.0795626822157,732.7489067055393,849.8075947521866,330.466166180758,1005.7142857142857,992.8392857142857
269,1233.7508519598314,729.0363891588381,852.4785746679624,341.1651355145233,1010.7195767195767,979.1640211640212
270,1233.0257175251052,722.4772567757261,855.2158908325235,346.45679030342296,1018.1693121693122,961.7665343915344
271,1236,712,858,344,1032,940
272,1243.3814382896016,697.1341512795594,860.6395772594752,332.08005344995144,1052.25,913.7638888888889
273,1254.4349076773567,678.6428247489472,863.1119922254616,312.22691286038224,1075.7777777777778,883.5555555555555
274,1268.0919533527697,657.3048833819242,865.6507434402332,286.9664577259475,1101.75,849.625
275,1283.284120505345,633.8991901522513,868.4893294460642,258.82456754130226,1129.3333333333333,812.2222222222222
276,1298.942954324587,609.2046080336897,871.8612487852283,230.3271218011014,1157.6944444444443,771.5972222222223
277,1314,584,876,204,1186,728
278,1335.7125,552.775,874.9375,167.875,1221.3625,674.725
279,1363,515.6,870.9,123.4,1262.8,611.1
280,1382.2875,481.625,876.4125,93.22500000000001,1297.3375,546.425
281,1380,460,904,100,1312,490
282,1226,522,1090,368,1188,482
283,1205.8603333333333,529.6762424242424,1114.0820606060606,402.5020909090909,1178.5866666666666,481.97866666666664
284,1199.201,531.8214545454546,1121.8243636363636,413.41354545454544,1182.32,481.616
285,1200.849,530.6330909090909,1119.5392727272726,409.88190909090906,1192.16,482.464
286,1205.6313333333333,528.308606060606,1113.5391515151514,401.0547272727272,1201.0666666666666,486.07466666666664
287,1208.375,527.0454545454545,1110.1363636363635,396.07954545454544,1202,494
288,1209.9986666666666,526.2332121212121,1108.0863030303028,393.05345454545454,1192.8586666666667,509.2373333333333
289,1213.951,524.406909090909,1103.1807272727272,385.87809090909093,1178.336,530.752
290,1218.854,522.4821818181819,1097.2865454545454,377.4078181818182,1161.584,554.048
291,1223.3296666666668,521.3746666666667,1092.2706666666666,370.497,1145.7546666666667,574.6293333333333
292,1226,522,1090,368,1134,588
293,1227.1880492831542,524.1854701857283,1090.1793532095146,369.4205988106875,1125.4315,595.3785
294,1228.139730784548,527.0376313674378,1091.1500235328192,372.1617250642627,1117.1253333333334,601.1413333333334
